X,Y,ZB,MATID,Area,ID
328272.2941,6288908.76,-0.8650528,51,12303.23,1264
328104.9673,6284620.691,10.83066,53,2605.655,1265
328119.7163,6284668.335,7.717465,53,2090.97,1266
328195.4109,6284685.078,8.535282,53,2671.2,1267
328266.4673,6284707.531,13.97651,53,2176.87,1268
328076.896,6283884.45,-1.655183,51,1623.002,1269
328075.3762,6286681.264,-0.8426906,51,3866.159,1270
328091.2894,6286582.742,-1.169697,51,4239.123,1271
328103.6038,6286485.436,-1.25028,51,3582.181,1272
328107.8404,6286392.343,-1.221679,51,3619.035,1273
328095.7433,6286294.006,-2.011655,51,4495.024,1274
328113.5094,6286682.882,-3.136556,51,3239.481,1275
328129.244,6286586.218,-2.535388,51,3640.857,1276
328140.9555,6286487.936,-2.565957,51,3477.893,1277
328145.6968,6286391.407,-2.740129,51,3514.433,1278
328139.8309,6286291.386,-2.393579,51,4460.82,1279
328075.4108,6283921.235,-2.698075,51,3197.453,1280
328054.7,6286767.667,-0.8354667,51,2544.66,1281
328100.3816,6285288.424,2.723837,53,5204.11,1282
328156.0181,6285193.684,-1.661054,51,4581.978,1283
328153.9737,6285299.301,-2.264694,51,4931.256,1284
328198.0746,6285205.423,-1.794151,51,3886.895,1285
328076.7542,6285262.93,16.88276,53,2757.3,1286
328115.6406,6285177.148,16.8718,53,3984.625,1287
328132.592,6285082.941,10.75154,53,3775.41,1288
328176.9121,6285005.305,14.78138,53,3588.85,1289
328231.4873,6284982.636,9.131031,53,2232.443,1290
328285.4826,6284992.484,10.16508,53,1957.769,1291
328336.0955,6284965.419,9.776011,53,2858.76,1292
328375.5601,6284904.745,11.81754,53,2390.255,1293
328377.5414,6284842.51,9.871127,53,2931.7,1294
328348.2892,6284784.924,6.556665,53,2314.06,1295
328312.7222,6284740.918,10.89289,53,1996.205,1296
328228.4248,6289388.634,0.2639423,52,12249.71,1297
328155.8226,6289295.472,-0.1388161,51,11695.66,1298
328085.2754,6289200.576,-0.07822182,51,10410.55,1299
328187.5153,6287816.433,-2.974705,51,5634.412,1300
328137.0557,6287770.311,-1.800513,51,4951.261,1301
328098.9018,6287714.236,-1.02209,51,4938.569,1302
328071.9441,6287652.024,-1.409115,51,5354.917,1303
328058.1883,6287586.213,-0.7882174,51,5756.273,1304
328055.7269,6287518.651,-1.000371,51,5697.659,1305
328058.3792,6287451.117,-1.510102,51,5245.527,1306
328062.2717,6287383.739,-2.412461,51,4464.343,1307
328051.142,6286281.367,-1.804609,51,2783.235,1308
328075.3366,6286188.27,-1.692894,51,5747.117,1309
328058.558,6286074.593,-1.801157,51,5586.944,1310
328044.4435,6285958.365,-1.939039,51,5178.348,1311
328028.1947,6285842.068,-1.869748,51,5368.091,1312
328018.1234,6285727.576,-1.900705,51,5913.672,1313
328021.4668,6285611.859,-1.752774,51,6113.535,1314
328031.9458,6285495.166,-1.744557,51,6657.299,1315
328050.7136,6285381.409,-1.674227,51,7542.715,1316
328125.2046,6286186.024,-2.051386,51,5654.833,1317
328106.7688,6286073.734,-1.979755,51,5529.831,1318
328089.4325,6285958.988,-2.058649,51,5092.725,1319
328075.4561,6285844.038,-2.062112,51,5334.275,1320
328069.1566,6285730.798,-2.097597,51,5839.351,1321
328073.9428,6285616.754,-2.006218,51,6031.18,1322
328089.1072,6285502.363,-1.925072,51,6557.122,1323
328115.1645,6285391.701,-1.956702,51,7395.009,1324
328360.011,6294473.704,-11,51,23001.03,1325
328258.6854,6294327.482,-9,51,26095.2,1326
328139.2287,6294204.669,-4.706405,51,26387.43,1327
328459.5774,6294396.477,-11,51,20357.13,1328
328373.0227,6294252.738,-9,51,21036.91,1329
328275.997,6294127.933,-9,51,19903.91,1330
328554.5725,6294319.407,-11,51,19258.55,1331
328476.3142,6294180.765,-9,51,19878.22,1332
328394.4942,6294057.068,-9,51,18699.41,1333
328649.5571,6294242.358,-11,51,18157.74,1334
328579.582,6294108.847,-9,51,18718.1,1335
328512.9893,6293986.246,-6,51,17498.89,1336
328774.0652,6294153.479,-11,51,26332.35,1337
328709.2853,6294026.213,-8,51,25766.06,1338
328656.7683,6293904.762,-5,51,22998.62,1339
328052.1,6286492.167,-0.1562667,51,4105.42,1340
328026.0558,6286662.015,-0.5458202,51,5583.25,1341
328030.6432,6286567.898,-0.3981982,51,8572.028,1342
328283.9137,6284100.526,12.85246,53,4555.115,1343
328211.766,6284050.992,9.853459,53,3327.135,1344
328161.3667,6283969.699,9.664199,53,4502.364,1345
328105.6536,6283877.969,11.96641,53,3929.953,1346
328039.7085,6283799.174,11.77913,53,2875.77,1347
327998.1945,6283742.088,15.588,53,2776.77,1348
327970.9667,6282560.2,5.569927,53,648.25,1349
327972.1333,6283702.533,7.632133,53,608.82,1350
327967.7333,6282579.733,1.2229,51,548.93,1351
328023.8139,6286192.25,-1.529425,51,6181.394,1352
328008.3436,6286077.006,-1.946535,51,6138.648,1353
327997.9036,6285962.342,-2.732979,51,5641.386,1354
327981.7581,6285845.51,-2.115893,51,5494.758,1355
327966.2003,6285726.577,-2.160565,51,6160.102,1356
327966.4194,6285612.261,-1.838754,51,6741.235,1357
327972.9059,6285489.599,-1.653267,51,7404.857,1358
327982.2529,6285369.734,-0.7960935,51,8528.933,1359
328657.0863,6291948.597,-11,51,13668.5,1360
328751.3887,6292002.087,-15,51,8857.878,1361
328818.9503,6292044.698,-15,51,9566.047,1362
328886.6771,6292087.311,-16,51,10264.14,1363
328954.5673,6292129.929,-16,51,10950.88,1364
329022.6213,6292172.554,-11.00022,51,11626.72,1365
328598.1726,6292019.327,-11,51,12487,1366
328689.9926,6292089.085,-15,51,8937.993,1367
328758.8824,6292144.257,-15,51,9843.214,1368
328828.2353,6292199.396,-16,51,10743,1369
328898.0531,6292254.505,-16,51,11636.64,1370
328968.3382,6292309.585,-11.00026,51,12525.52,1371
328475.6054,6292080.634,-11,51,26075.27,1372
328570.8868,6292163.184,-14,51,16307.64,1373
328645.6631,6292225.868,-14.00003,51,15600.87,1374
328682.1563,6292290.65,-15,51,7784.425,1375
328757.4905,6292319.657,-16,51,15104.84,1376
328831.8378,6292381.972,-16,51,14801.04,1377
328906.6635,6292444.228,-11.00009,51,14514.65,1378
328290.8961,6292141.923,-11,51,28736.08,1379
328398.3322,6292235.414,-14,51,18050.86,1380
328485.7261,6292304.823,-14,51,17405.52,1381
328572.135,6292373.541,-14,51,17158.68,1382
328658.8007,6292442.212,-16,51,16931.77,1383
328745.7224,6292510.832,-16,51,16727.42,1384
328832.8986,6292579.398,-11.00002,51,16544.19,1385
328094.3939,6292183.138,-10,51,33963.99,1386
328220.7191,6292296.304,-13,51,20947.27,1387
328327.6945,6292378.86,-13,51,20677.4,1388
328434.4733,6292461.19,-13,51,20504.72,1389
328541.3372,6292543.501,-13,51,20353.91,1390
328648.2858,6292625.787,-13,51,20224.04,1391
328755.3174,6292708.051,-10.99999,51,20115.91,1392
328035.4429,6294078.687,-4,51,32959.4,1393
328182.1352,6294007.623,-9,51,22645.05,1394
328066.567,6289017.802,-0.7300873,51,16211.1,1395
327978.7323,6288907.997,-0.9811098,51,16287.84,1396
328133.472,6288917.57,-0.8489584,51,15119.91,1397
328052.4205,6288813.699,-1.069543,51,14966.71,1398
328198.2111,6288815.944,-0.8846846,51,14641.43,1399
328119.4429,6288714.344,-1.117901,51,14379.17,1400
328273.8533,6288699.643,-1.015353,51,19141.78,1401
328189.1829,6288609.892,-1.02585,51,15745.04,1402
328359.7388,6288567.061,-2.650463,51,18871.44,1403
328262.6968,6288499.829,-3.780322,51,15480.12,1404
329135.97,6296049.758,-10.00095,51,12501.79,1405
329100.7359,6295988.37,-17,51,10964.53,1406
329065.6053,6295927.37,-17,51,9494.164,1407
329030.7069,6295866.071,-17,51,7989.381,1408
328996.2469,6296154.41,-15,51,14815.57,1409
328973.1823,6296071.772,-15,51,12789.98,1410
328950.435,6295990.016,-15,51,11181.52,1411
328928.6091,6295907.55,-15,51,9438.273,1412
328822.5011,6296201.128,-13,51,18469.83,1413
328819.3731,6296106.969,-13,51,15451.69,1414
328816.7656,6296014.049,-13,51,13556.18,1415
328815.7332,6295919.933,-13,51,11232.06,1416
328631.5341,6296205.903,-11,51,18686.62,1417
328650.5263,6296115.397,-11,51,15249.99,1418
328637.6723,6296047.113,-11,51,6698.674,1419
328682.3443,6295986.833,-11,51,12785.04,1420
328703.6239,6295896.641,-11,51,10614.57,1421
328430.7279,6296186.752,-9,51,18823.26,1422
328469.575,6296102.707,-9,51,14860.63,1423
328508.5697,6296021.41,-9,51,14421.76,1424
328551.6375,6295937.093,-9,51,12631.66,1425
328594.7026,6295852.791,-9,51,10843.1,1426
328236.2509,6296139.953,-7,51,21691.16,1427
328297.0323,6296056.182,-7,51,16644.26,1428
328358.0776,6295975.765,-9,51,16251.19,1429
328424.3116,6295891.826,-9,51,13989.83,1430
328490.4962,6295807.939,-6,51,11731.05,1431
328072.8069,6296055.328,-6,51,20346.01,1432
328152.945,6295975.678,-6,51,15814.77,1433
328233.8206,6295899.892,-8.999999,51,16116.7,1434
328320.8707,6295820.301,-9,51,14289.62,1435
328407.9032,6295740.722,-6,51,12463.55,1436
327966.8169,6295918.614,-6,51,22847.99,1437
328058.7563,6295849.376,-6,51,17908.79,1438
328151.6521,6295784.548,-8.999998,51,18273.68,1439
328251.3667,6295716.17,-9,51,15972.34,1440
328351.0308,6295647.827,-6,51,13672.14,1441
327972.0573,6286195.826,17.28366,53,5538.188,1442
327959.9914,6286086.62,8.553515,53,5288.039,1443
327956.2219,6285970.483,17.64151,53,3922.21,1444
327943.6652,6285853.85,4.057312,53,3810.3,1445
327916.6377,6285730.104,16.20129,53,5481.475,1446
327909.4621,6285613.229,8.181275,53,6953.06,1447
327917.4965,6285489.361,14.01526,53,6625.45,1448
327925.2967,6285357.101,3.712802,53,5613.38,1449
327986.5902,6285286.298,18.06945,53,5416.06,1450
327952.0165,6288124.48,-3.983375,51,15319.67,1451
328055.3109,6288028.044,-4.568215,51,14370.74,1452
328163.1722,6287936.605,-4.050804,51,13218.66,1453
328036.825,6288197.419,-4.015982,51,17039.09,1454
328138.4192,6288092.404,-4.463243,51,15574.26,1455
328243.8231,6287991.532,-3.76629,51,14022.45,1456
328134.4755,6288263.397,-4.384658,51,17476.66,1457
328230.0645,6288151.45,-4.392744,51,15860.04,1458
328328.6977,6288042.754,-3.522881,51,14187.89,1459
328237.3498,6288325.016,-4.499883,51,17889.82,1460
328326.214,6288205.514,-4.30057,51,16190.63,1461
328417.3594,6288088.361,-3.407062,51,14395.75,1462
328339.6474,6288380.672,-4.723488,51,17113.65,1463
328422.8922,6288253.887,-4.234264,51,15895.08,1464
328507.677,6288128.55,-3.173916,51,14561.61,1465
328441.0928,6288432.88,-5.540045,51,17947.55,1466
328520.0315,6288297.65,-4.066924,51,16533.43,1467
328599.7736,6288162.993,-2.963876,51,14949.4,1468
327919.7515,6283815.737,-2.064397,51,5413.527,1469
327955.7496,6283769.367,-0.4526591,51,4601.646,1470
328000.9011,6283866.588,-2.602656,51,3687.865,1471
328018.1875,6283829.974,-1.673863,51,3724.023,1472
327878.9963,6282525.73,12.02615,53,981.475,1473
327927.4517,6282545.25,11.24058,53,1923.06,1474
327881.0268,6284094.814,-2.405915,51,3984.777,1475
327906.7137,6284048.718,-2.721698,51,4144.756,1476
327932.348,6284002.598,-3.31715,51,4305.041,1477
327957.6111,6283956.281,-3.873035,51,4463.427,1478
327982.0717,6283909.568,-3.730247,51,4624.901,1479
327946.1759,6284132.306,-2.393801,51,3825.566,1480
327973.6118,6284089.243,-2.756044,51,3978.97,1481
328000.9983,6284046.156,-3.643786,51,4139.217,1482
328028.0702,6284002.904,-4.370593,51,4285.14,1483
328054.4429,6283959.308,-4.397677,51,4438.343,1484
328007.3196,6284175.275,-2.184799,51,3668.98,1485
328036.0985,6284135.624,-2.698088,51,3813.851,1486
328064.8363,6284095.958,-4.133024,51,3964.989,1487
328093.3082,6284056.156,-5.415149,51,4100.117,1488
328121.1827,6284016.054,-5.586409,51,4241.144,1489
328067.1409,6284219.973,-2.118656,51,3407.799,1490
328096.3311,6284185.157,-2.669607,51,3569.169,1491
328125.4871,6284150.333,-4.913856,51,3737.398,1492
328154.4232,6284115.396,-7.507315,51,3886.672,1493
328182.8707,6284080.22,-6.638531,51,4040.313,1494
328127.8995,6284265.242,-1.831304,51,3270.406,1495
328158.6486,6284233.418,-2.141669,51,3376.934,1496
328189.3698,6284201.584,-5.926874,51,3486.469,1497
328219.9231,6284169.655,-11.19265,51,3593.471,1498
328250.0951,6284137.54,-3.890799,51,3707.234,1499
328189.6288,6284308.399,-1.753564,51,3495.736,1500
328224.722,6284276.221,-2.032463,51,3639.523,1501
328259.7946,6284244.036,-3.429621,51,3785.613,1502
328294.7493,6284211.78,-13.35112,51,3932.599,1503
328329.4241,6284179.39,-9.394388,51,4087.059,1504
328250.9779,6284351.7,-1.739036,51,3705.332,1505
328290.8329,6284320.054,-2.460795,51,3910.239,1506
328330.6725,6284288.399,-4.29776,51,4116.909,1507
328370.4487,6284256.703,-5.952612,51,4323.492,1508
328410.0604,6284224.927,-4.873568,51,4535.527,1509
328309.1797,6284399.167,-1.965748,51,3817.742,1510
328352.3083,6284369.794,-3.001612,51,4003.729,1511
328395.4292,6284340.42,-4.465676,51,4190.592,1512
328438.5367,6284311.031,-4.725845,51,4378.298,1513
328481.5885,6284281.617,-3.983789,51,4571.541,1514
327857.5667,6282539.9,1.7774,52,884.67,1515
327889.5134,6286965.647,5.599139,53,6552.69,1516
327974.255,6286880.358,5.471905,53,4011.75,1517
328018.5107,6286795.847,8.650505,53,3869.715,1518
327999.1624,6286727.143,4.45284,53,3588.306,1519
327969.8887,6286648.143,15.76253,53,4697.447,1520
327966.319,6286552.085,1.517238,53,4521.131,1521
328020.7299,6286463.695,10.6482,53,4391.51,1522
328064.1726,6286387.548,18.06319,53,4196.865,1523
328022.2089,6286299.664,0.788,53,4786.041,1524
327856.4054,6282568.838,-0.5,53,2357.777,1525
327916.6887,6282576.4,-0.5,51,2513.302,1526
327854.4779,6282498.803,11.36685,53,907.4285,1527
327838.0089,6282467.328,9.810784,53,842.4233,1528
327829.8155,6282432.654,9.949141,53,981.8684,1529
327824.2335,6282395.431,9.384981,53,929.5059,1530
327819.9289,6282358.403,8.788337,53,893.1462,1531
327816.0615,6282321.737,10.93415,53,784.8408,1532
327808.9121,6282275.094,10.85738,53,1147.725,1533
327807.4447,6282229.739,8.918007,53,760.0846,1534
327813.5365,6282192.008,8.208346,53,758.4725,1535
327818.1041,6282153.913,6.373193,53,752.5569,1536
327822.4684,6282116.866,10.35078,53,679.4133,1537
327830.0261,6282082.414,11.57055,53,731.2219,1538
327844.0908,6282048.288,11.99002,53,693.8519,1539
327863.9011,6282016.531,16.07437,53,803.2308,1540
327850.7213,6287097.573,-4.455135,51,6641.94,1541
327927.4248,6286998.683,-5.396555,51,7344.01,1542
328010.1093,6286900.623,-2.758368,51,5018.11,1543
328077.0583,6286791.495,-2.949247,51,4685.97,1544
327832.1919,6284314.22,-1.154631,51,4056.634,1545
327883.7342,6284351.84,-1.197562,51,4044.452,1546
327935.1546,6284389.856,-1.204681,51,3987.84,1547
327985.7999,6284427.125,-1.441037,51,3820.312,1548
328036.6948,6284460.96,-1.750103,51,3511.705,1549
328091.2556,6284492.166,-1.751021,53,2793.125,1550
328140.0608,6284532.161,-1.805811,51,2880.719,1551
327848.9427,6287220.503,-4.324203,51,7778,1552
327908.3144,6287121.416,-4.868321,51,7667.096,1553
327983.7856,6287018.65,-6.145272,51,8155.135,1554
328063.0308,6286911.306,-7.269189,51,7457.734,1555
328127.2932,6286795.323,-6.433725,51,8035.842,1556
327923.7554,6287243.909,-5.350763,51,9879.407,1557
327981.9249,6287141.07,-5.833858,51,9857.041,1558
328053.8369,6287033.615,-6.646283,51,9580.37,1559
328128.5118,6286922.284,-7.490197,51,8517.73,1560
328190.1891,6286803.43,-6.929358,51,8303.666,1561
328012.0364,6287271.908,-5.77136,51,11048.97,1562
328066.4224,6287164.216,-5.556412,51,11484.6,1563
328131.8587,6287050.66,-5.385213,51,10473.57,1564
328198.7478,6286934.243,-5.438298,51,9341.859,1565
328254.7602,6286811.313,-5.333211,51,8516.078,1566
328088.3298,6287296.305,-1.9386,51,7121.663,1567
328141.2371,6287184.034,-1.892791,51,8359.508,1568
328203.3562,6287065.107,-2.377706,51,8022.477,1569
328265.3761,6286943.928,-2.949966,51,8121.057,1570
328318.4931,6286817.318,-3.638357,51,8065.291,1571
327794.2667,6282282.133,1.469851,53,519.655,1572
327795.212,6284275.54,1.028136,51,1783.678,1573
327809.3778,6284228.816,-6.168003,51,2971.099,1574
327833.6669,6284184.674,-2.831496,51,3264.929,1575
327857.2819,6284140.251,-2.137592,51,3565.875,1576
327861.0876,6284263.578,-2.582993,51,3475.253,1577
327890.0801,6284219.8,-2.66843,51,3611.756,1578
327918.6015,6284175.933,-2.321145,51,3744.394,1579
327914.7967,6284302.291,-1.817037,51,3527.951,1580
327946.4201,6284259.45,-2.1896,51,3661.147,1581
327977.7711,6284216.7,-2.145593,51,3792.509,1582
327967.9032,6284341.696,-1.557292,51,3572.242,1583
328002.0538,6284299.939,-1.883138,51,3703.808,1584
328036.1302,6284258.456,-1.90203,51,3834.871,1585
328020.9707,6284381.262,-1.466189,51,3596.327,1586
328057.4754,6284340.835,-1.61544,51,3725.478,1587
328094.1064,6284300.859,-1.705985,51,3855.389,1588
328074.4637,6284420.116,-1.443844,51,3584.772,1589
328113.1293,6284381.283,-1.546629,51,3714.52,1590
328152.1213,6284343.081,-1.633097,51,3849.792,1591
328128.6379,6284458.076,-1.455491,51,3543.196,1592
328169.1712,6284421.247,-1.481952,51,3671.728,1593
328210.2301,6284385.228,-1.565405,51,3810.074,1594
328179.5461,6284498.837,-1.40914,51,3513.179,1595
328222.3011,6284464.157,-1.483725,51,3682.627,1596
328265.781,6284430.469,-1.564436,51,3861.786,1597
327776.4424,6282221.617,-0.05544274,51,1699.61,1598
327781.4996,6282183.033,-0.1291279,51,1758.617,1599
327786.2817,6282144.962,-0.1975218,51,1758.527,1600
327792.4749,6282107.056,0.05876045,51,1659.056,1601
327803.1528,6282070.719,-0.4744437,53,1472.306,1602
327821.1354,6282036.835,-1.088574,53,1234.937,1603
327842.4013,6282004.894,-0.5,53,1036.201,1604
327838.7,6283797.3,-1.65396,51,3306.465,1605
327768.7572,6284740.86,10.44067,53,2357.122,1606
327803.7741,6284694.665,9.035875,53,2432.092,1607
327843.256,6284643.292,13.87266,53,1922.724,1608
327888.0829,6284590.048,7.255997,53,1819.203,1609
327929.0433,6284540.767,11.67958,53,1747.794,1610
327972.0002,6284499.658,13.40033,53,1482.049,1611
328018.4963,6284498.36,11.39636,53,1531.845,1612
328067.5643,6284520.707,14.20057,53,1604.599,1613
328106.5844,6284557.885,16.72629,53,1827.637,1614
327821.5359,6282518.188,1.26872,52,2277.535,1615
327791.0626,6282481.388,0.7058087,52,3159.125,1616
327782.4099,6282443.178,0.7092261,52,2631.269,1617
327786.7862,6282404.536,0.8209445,52,1902.322,1618
327790.6794,6282365.184,0.8806756,52,1343.499,1619
327793.0098,6282323.545,0.8513132,53,1039.108,1620
327795.3045,6287085.649,-4.581915,51,4805.108,1621
327745.8,6282268.8,1.98178,53,474.525,1622
327757.939,6284285.157,15.26181,53,3667.92,1623
327718.758,6282375.837,0.823154,52,266.4844,1624
327722.558,6282395.103,1.105076,52,339.6172,1625
327726.8675,6282348.048,0.7313846,52,1341.481,1626
327736.9337,6282306.183,0.7402651,53,1036.438,1627
327878.0376,6288044.923,-3.981018,51,14700.07,1628
327818.2744,6287954.727,-4.068793,51,13779.2,1629
327778.946,6287854.295,-4.185266,51,12356.14,1630
327756.2975,6287748.33,-4.30402,51,11100.38,1631
327745.9458,6287640.111,-4.491637,51,10145.43,1632
327750.3249,6287531.865,-4.65177,51,9303.438,1633
327771.612,6287426.051,-4.531264,51,8409.661,1634
327804.6266,6287323.022,-4.191538,51,7729.934,1635
327983.2443,6287960.032,-4.728681,51,12880.05,1636
327927.1294,6287884.282,-4.883675,51,12488.22,1637
327886.7284,6287799.752,-5.095311,51,11698.01,1638
327859.9072,6287709.855,-5.150795,51,10862.65,1639
327845.9059,6287616.72,-5.171823,51,10302.02,1640
327846.6094,6287522.732,-5.194161,51,9822.363,1641
327861.2058,6287430.442,-5.281311,51,9204.952,1642
327884.7625,6287340.063,-5.385035,51,8587.182,1643
328093.9645,6287880.742,-4.603748,51,10804.49,1644
328043.0441,6287819.393,-5.157064,51,10627.11,1645
328003.1541,6287750.817,-5.507409,51,10175.87,1646
327973.6206,6287677.118,-5.780105,51,9600.492,1647
327957.4863,6287599.162,-5.878626,51,9323.461,1648
327955.9766,6287519.446,-5.748798,51,9072.386,1649
327964.8646,6287440.535,-5.618602,51,8678.947,1650
327979.3181,6287362.453,-5.911342,51,8144.424,1651
327725.8997,6284257.34,1.522995,53,1615.862,1652
327734.4933,6287085.437,0.8835465,51,1695.234,1653
327724.1074,6282446.254,-0.360587,51,2113.667,1654
327744.3995,6282404.071,-0.4173433,51,1543.33,1655
327756.3468,6282361.823,-0.428084,51,1627.814,1656
327765.2928,6282315.641,-0.2871361,51,1685.805,1657
327771.2411,6282266.19,-0.446793,51,1862.34,1658
327745.6467,6289305.539,13.90402,53,4833.117,1659
327849.6341,6289293.364,8.093079,53,5517.448,1660
327958.1526,6289246.531,19.51054,53,7689.066,1661
328045.6657,6289267.067,28.58392,53,6298.285,1662
328109.427,6289364.997,9.779382,53,6815.766,1663
328178.4861,6289467.171,0.5598695,53,8742.483,1664
327976.8821,6293902.679,-4.315408,51,36082.93,1665
327939.1662,6293717.444,-6.556193,51,33849.78,1666
327887.7134,6293548.889,-9.832127,51,31743.38,1667
327807.2757,6293379.258,-2.900001,51,41857.75,1668
328120.1537,6293844.978,-9,51,21844.57,1669
328082.2408,6293672.009,-9,51,19493.93,1670
328032.801,6293511.184,-9,51,17623.57,1671
327968.0715,6293347.366,-9,51,21130.29,1672
328232.1183,6293797.186,-9,51,20417.62,1673
328190.2918,6293637.024,-9,51,18385.51,1674
328139.1239,6293485.258,-9,51,16932.37,1675
328081.7749,6293329.132,-9,51,19808.26,1676
328344.0649,6293749.428,-9,51,18994.72,1677
328298.3426,6293602.053,-9,51,17275.53,1678
328245.4331,6293459.366,-8.999999,51,16238.6,1679
328195.4698,6293310.926,-9,51,18492.29,1680
328458.5676,6293700.608,-5.674876,51,18388.08,1681
328408.203,6293566.382,-5.580537,51,16717.92,1682
328352.7611,6293433.153,-5.655834,51,15845.65,1683
328309.5024,6293292.741,-5.130099,51,17267.63,1684
328590.1787,6293645.131,-0.7240381,51,20979.69,1685
328531.8863,6293526.16,-0.992284,51,18824.07,1686
328470.7022,6293404.198,-1.292866,51,17730.25,1687
328431.7329,6293273.425,-0.958055,51,17991.12,1688
327692.6251,6283791.206,2.263095,53,4154.229,1689
327812.0266,6283772.835,9.640867,53,5089.1,1690
327927.5318,6283727.544,7.116607,53,2440.76,1691
327664.3807,6284567.518,1.196367,51,2929.068,1692
327715.6237,6284536.546,-0.2413243,51,2098.567,1693
327763.3621,6284500.921,-0.5097315,51,2439.208,1694
327789.3098,6284436.441,-0.8445833,51,3547.894,1695
327808.322,6284369.915,-1.056339,51,3229.66,1696
327705.8421,6284593.835,-0.1290185,51,2933.123,1697
327753.7975,6284559.138,-0.3907628,51,2268.613,1698
327799.5114,6284520.536,-0.5441062,51,2431.232,1699
327829.0039,6284461.409,-0.8765459,51,3288.863,1700
327855.0222,6284403.413,-1.160825,51,3175.642,1701
327744.8382,6284623.486,-0.2913611,51,3015.737,1702
327789.9596,6284584.354,-0.425752,51,2538.865,1703
327834.2787,6284542.117,-0.522209,51,2463.462,1704
327867.9791,6284487.537,-0.8351798,51,3066.352,1705
327901.5679,6284437.322,-1.263575,51,3174.995,1706
327778.3183,6284658.817,-0.1558343,51,3046.024,1707
327821.3753,6284613.864,-0.3078032,51,2655.983,1708
327865.1918,6284566.662,-0.4004977,51,2420.717,1709
327903.9353,6284515.195,-0.6562769,51,2772.07,1710
327945.6483,6284471.098,-1.01219,51,3066.438,1711
327893.3461,6288806.07,-1.315443,51,14566.77,1712
327806.5665,6288711.205,-1.581687,51,13185.01,1713
327720.1609,6288615.752,-1.38552,51,11971.96,1714
327634.9471,6288519.496,-3.957014,51,11076.09,1715
327965.5548,6288718.352,-1.400085,51,14728.82,1716
327870.6114,6288629.884,-1.426381,51,13385.61,1717
327777.1189,6288540.028,-1.487281,51,12170.03,1718
327687.6274,6288447.902,-2.333225,51,11134.05,1719
328030.6007,6288623.792,-1.362143,51,14881.8,1720
327930.829,6288542.142,-1.386471,51,13954.03,1721
327833.5692,6288458.264,-1.86889,51,13108.55,1722
327743.2757,6288370.568,-1.666048,51,12297.11,1723
328094.5826,6288527.31,-1.689244,51,14705.68,1724
327992.3843,6288452.311,-2.031822,51,13758.51,1725
327893.7346,6288374.256,-1.910569,51,12858.93,1726
327805.0995,6288290.746,-1.439107,51,11809.55,1727
328160.5372,6288432.188,-3.40601,51,14494.63,1728
328055.9602,6288363.932,-2.767516,51,13521.81,1729
327955.9555,6288291.792,-2.236223,51,12596.08,1730
327868.9568,6288212.554,-3.691208,51,11356.2,1731
327726.9829,6293191.455,-3.920055,51,46850.04,1732
327687.1578,6292999.768,-3.217689,51,44915.98,1733
327678.2412,6292811.234,-2.120948,51,48683.41,1734
327905.976,6293178.454,-9,51,20358.17,1735
327875.8122,6293017.305,-9,51,19742.91,1736
327874.4112,6292858.74,-10,51,21334.76,1737
328028.4138,6293176.781,-9,51,17486.16,1738
328003.4051,6293037.846,-9,51,17109.79,1739
328005.6565,6292901.009,-10,51,18554.82,1740
328150.7579,6293175.108,-9,51,14616.15,1741
328130.9182,6293058.366,-9,51,14475.92,1742
328136.831,6292943.254,-9.999953,51,15773.91,1743
328272.939,6293173.433,-5.144492,51,11746.22,1744
328258.3012,6293078.863,-5.531881,51,11841.5,1745
328267.8918,6292985.463,-6.999999,51,12992.75,1746
328400.7547,6293171.632,-0.9227986,51,9776.299,1747
328388.7764,6293099.314,-1.146171,51,9665.014,1748
328399.5315,6293027.652,-0.7880481,51,10257.88,1749
327692.5248,6292649.641,-1.425636,51,37017.66,1750
327895.9336,6292724.736,-10,51,16977.11,1751
328034.2548,6292786.719,-10,51,15257.16,1752
328172.6238,6292848.7,-10,51,13544,1753
328311.0363,6292910.673,-7,51,11836.36,1754
328449.497,6292972.64,-0.6176128,51,10133.87,1755
327733.013,6292519.709,-1.241303,51,36396.18,1756
327925.8215,6292611.766,-10,51,18870.71,1757
328063.3332,6292684.624,-10,51,16934.54,1758
328175.306,6292724.767,-10,51,7623.093,1759
328262.0472,6292791.793,-10,51,14687,1760
328397.4474,6292863.447,-8.999998,51,13195.85,1761
328532.9378,6292935.062,-1.022943,51,11710.86,1762
327799.3721,6292377.8,-1.099287,51,40985.41,1763
327971.4134,6292484.326,-11,51,23337.47,1764
328103.2342,6292563.773,-11,51,20533.48,1765
328230.6362,6292642.721,-10.99999,51,19074.04,1766
328358.1707,6292721.636,-11,51,17609.87,1767
328485.8352,6292800.515,-9,51,16141.11,1768
328613.6262,6292879.353,-1.686006,51,14667.86,1769
327916.6196,6292250.108,-0.841237,51,41478.57,1770
328068.3961,6292371.269,-11,51,23020.43,1771
328192.4618,6292458.495,-11,51,21037.86,1772
328314.678,6292545.555,-11,51,19562.07,1773
328436.9472,6292632.59,-11,51,18072.35,1774
328559.2674,6292719.601,-11,51,16565.82,1775
328681.6343,6292806.581,-2.358731,51,15045,1776
327579.6692,6282468.308,-0.7175963,51,1576.132,1777
327624.6393,6282473.3,-1.555126,53,1576.397,1778
