X,Y,ZB,MATID,Area,ID
331328.1047,6288936.103,-4.682041,51,14114.65,156
331283.3167,6289180.69,-2.814926,51,12944.78,157
331189.8317,6289631.853,-1.154678,51,1814.622,158
331220.3837,6289654.893,-0.6680793,51,1814.622,159
331282.6057,6289596.217,-1.970076,51,5443.887,160
331266.491,6289663.26,-1.275854,51,3629.447,161
331236.2187,6289614.037,-0.6231464,51,3629.412,162
331269.3025,6288841.513,-0.5569341,51,33460.07,163
331137.6019,6289024.165,-0.6808429,51,21610.65,164
331164.4593,6289109.19,-1.550143,51,7363.42,165
331237.9515,6289097.764,-2.206486,51,22624.74,166
330991.3278,6289697.133,-4.01353,51,9458.175,167
331056.2342,6289584.791,-3.169949,51,9624.297,168
331122.0081,6289474.399,-1.439302,51,10100.4,169
331185.2443,6289367.601,-1.650102,51,11128.08,170
331259.4236,6289318.369,-1.603056,51,12415.73,171
331058.3829,6289726.529,-2.974365,51,7226.472,172
331109.3031,6289640.941,-2.339531,51,7390.452,173
331161.8473,6289564.07,-1.654794,51,7351.064,174
331214.4393,6289498.995,-0.5134342,51,8668.942,175
331268.8172,6289453.131,-1.493615,51,8625.393,176
330814.7057,6289721.848,-4.546648,51,5349.336,177
330870.3768,6289594.908,-4.428365,51,6635.316,178
330924.8085,6289462.439,-2.487117,51,7657.262,179
330982.0988,6289332.202,-0.787542,51,8699.195,180
331046.6771,6289205.459,-1.942446,51,8970.719,181
330847.5095,6289745.878,-5.66397,51,4726.316,182
330906.1184,6289629.614,-5.118692,51,6760.994,183
330967.4516,6289500.011,-4.318586,51,7803.741,184
331030.2883,6289372.051,-12.9,51,8774.053,185
331096.1209,6289245.548,-3.142891,51,8974.119,186
330880.3308,6289769.924,-5.753039,51,4103.796,187
330941.8583,6289664.314,-4.791976,51,6887.175,188
331010.0918,6289537.577,-3.487101,51,7951.012,189
331078.4767,6289411.902,-2.942215,51,8848.909,190
331145.5652,6289285.633,-2.548847,51,8977.393,191
330979.3623,6291616.103,-10,51,44259.99,192
330956.1509,6291509.587,-10,51,40738.7,193
330932.9347,6291403.05,-10,51,37217.56,194
330909.7149,6291296.486,-10.9,51,33694.97,195
330886.4825,6291189.887,-11,51,30175.36,196
330863.2409,6291083.232,-11,51,26654.1,197
330839.9822,6290976.502,-8.000003,51,23132.83,198
331287.1686,6291397.448,-10.00002,51,38272.63,199
331237.5762,6291295.909,-12,51,35734.32,200
331187.9838,6291194.369,-12,51,33196.29,201
331138.3907,6291092.829,-11,51,30658.06,202
331088.7971,6290991.287,-10,51,28119.78,203
331039.2029,6290889.745,-8.999957,51,25581.89,204
330989.6076,6290788.2,-8.000011,51,23043.6,205
331500.4243,6291117.575,-10.00001,51,35491.75,206
331434.1911,6291026.755,-12,51,33574.71,207
331367.9583,6290935.933,-12,51,31659.41,208
331301.7243,6290845.113,-12,51,29742.68,209
331235.491,6290754.29,-8,51,27827,210
331169.2564,6290663.468,-6,51,25910.47,211
331103.0214,6290572.644,-6.999977,51,23994.82,212
331662.3384,6290844.4,-10.00002,51,32146.4,213
331584.6376,6290762.058,-12,51,30848.7,214
331506.9364,6290679.715,-12,51,29553.1,215
331429.2349,6290597.369,-8.000001,51,28256.32,216
331351.533,6290515.027,-6,51,26959.42,217
331273.8313,6290432.682,-6,51,25663,218
331196.1288,6290350.336,-5.974144,51,24366.99,219
331781.3089,6290583.166,-10,51,29486.18,220
331695.75,6290506.345,-12,51,28637.65,221
331610.1904,6290429.526,-12,51,27790,222
331524.6303,6290352.702,-10,51,26941.43,223
331439.0698,6290275.876,-6,51,26093.57,224
331353.5086,6290199.053,-6,51,25245.95,225
331267.9464,6290122.227,-6.565402,51,24397.38,226
331864.6404,6290338.565,-10,51,26321.89,227
331773.9812,6290264.041,-12,51,25997.79,228
331683.322,6290189.516,-12,51,25673.91,229
331592.6624,6290114.992,-12,51,25349.88,230
331502.0028,6290040.465,-11,51,25025.66,231
331411.3427,6289965.937,-6.002942,51,24700.92,232
331320.6826,6289891.412,-5.799051,51,24376.89,233
331916.816,6290110.192,-10.00006,51,23807.06,234
331821.5871,6290034.735,-12,51,23625.51,235
331726.357,6289959.277,-7.557911,51,23444.29,236
331631.1272,6289883.82,-10,51,23262.87,237
331535.8967,6289808.364,-12,51,23081.11,238
331440.6653,6289732.905,-6.459944,51,22899.96,239
331345.434,6289657.447,-5.338861,51,22718.47,240
331954.0762,6289906.881,-10.00001,51,21476.92,241
331853.8713,6289835.726,-12,51,20050.58,242
331753.6722,6289764.575,-6.786285,51,18624.63,243
331653.4796,6289693.426,-6.054087,51,17198.98,244
331553.2963,6289622.289,-12,51,15773.27,245
331453.1234,6289551.157,-12,51,14347.38,246
331352.9655,6289480.035,-5.674468,51,12921.11,247
331987.282,6289726.556,-10.00001,51,19809.92,248
331882.8379,6289665.017,-12,51,18708.19,249
331778.3982,6289603.481,-6.853295,51,17606.79,250
331673.9615,6289541.944,-5.864174,51,16504.73,251
331569.5288,6289480.412,-12,51,15403.18,252
331465.1024,6289418.884,-12,51,14301.82,253
331360.6814,6289357.359,-5.638165,51,13200.21,254
332017.4875,6289559.477,-10,51,19244.49,255
331910.6694,6289496.481,-12,51,20383.39,256
331803.8479,6289433.481,-6.904497,51,21523.02,257
331697.0251,6289370.481,-5.712823,51,22662.18,258
331590.2001,6289307.482,-12,51,23801.01,259
331483.3734,6289244.481,-12,51,24939.91,260
331376.5454,6289181.48,-6.45395,51,26078.8,261
332047.7526,6289405.71,-8.000001,51,17476.08,262
331944.2111,6289331.332,-12,51,19228.41,263
331840.6575,6289256.941,-6.725099,51,20980.84,264
331737.095,6289182.542,-5.846276,51,22732.97,265
331633.5264,6289108.141,-12,51,24485.96,266
331529.9529,6289033.739,-12,51,26237.97,267
331426.3744,6288959.333,-5.897313,51,27990.92,268
332077.3968,6289265.813,-6.559512,51,15261.33,269
331981.2822,6289178.686,-12,51,17254.99,270
331885.1463,6289091.541,-7.050262,51,19248.91,271
331788.9933,6289004.38,-5.958086,51,21241.55,272
331692.8285,6288917.208,-12,51,23234.41,273
331596.654,6288830.026,-9.280946,51,25228.03,274
331500.4728,6288742.841,-9.454986,51,27222.01,275
330655.3103,6290569.922,-6.055243,51,18255.27,276
330634.0384,6290450.085,-5.9,51,16450.74,277
330602.6437,6290312.313,-8.07957,51,13678.47,278
330750.9478,6290427.276,-4.899985,51,8928.444,279
330715.8651,6290350.375,-2.900009,51,8533.287,280
330670.7268,6290259.836,-7.641475,51,9000.068,281
330783.2548,6290267.317,-3.900013,51,5308.331,282
330750.9332,6290228.478,-3.9,51,4780.5,283
330711.1191,6290180.679,-3.9,51,5485.786,284
330793.9158,6290119.24,-8.047889,51,4427.707,285
330762.9367,6290101.927,-7.685862,51,4045.242,286
330726.8059,6290078.893,-5.27402,51,4707.121,287
330812.3758,6289987.077,-3.9,51,4242.782,288
330779.4303,6289978.647,-3.9,51,4179.869,289
330743.308,6289967.021,-4.761376,51,4817.177,290
330838.9344,6289870.578,-6.589676,51,4081.311,291
330805.0421,6289859.795,-5.694285,51,4378.839,292
330769.8089,6289848.664,-4.481885,51,4899.261,293
329998.8407,6287604.16,19.43829,53,1940.981,294
330063.664,6287557.586,2,53,10961.18,295
330146.7493,6287486.343,2,53,12344.51,296
330034.2363,6295229.99,-0.180878,51,13456.12,297
330027.9143,6295132.884,-0.08434004,51,15889.88,298
329909.537,6287443.944,2.679292,52,8420.756,299
329889.9833,6287368.979,4.212031,53,5779.855,300
329993.8946,6287358.867,1.965771,52,10903.1,301
329934.2385,6287289.894,4.51605,52,7076.48,302
329849.1013,6285710.068,12.98069,53,5447.43,303
329889.2257,6285617.587,18.03159,53,4855.692,304
329930.3622,6285528.41,2.470932,53,7456.735,305
329980.6869,6285444.162,18.3159,53,6149.354,306
330041.714,6285372.361,7.742718,53,4731.321,307
330104.1431,6285289.827,3.20153,53,6225.45,308
330142.1364,6285201.082,2.816459,53,6640.255,309
329887.5362,6295303.445,-0.200571,51,22369.62,310
329852.2152,6295184.455,-0.110281,51,25550.88,311
329780.7104,6287667.191,0,52,6639.37,312
329862.0326,6287598.051,0,52,11677.85,313
329959.409,6287516.36,0,52,13555.36,314
330055.4732,6287431.791,0,52,12766.43,315
330086.7892,6285176.431,1.2,52,5227.452,316
330045.6789,6285265.906,1.2,52,6317.266,317
329986.2896,6285339.761,0.9,52,7304.406,318
329910.1289,6285397.248,0.9,52,5954.87,319
329927.6073,6285432.593,0.9,52,2227.021,320
329835.0593,6285469.003,0.9,52,4896.431,321
329877.4744,6285498.516,0.9,52,4946.336,322
329791.1134,6285553.286,0.9,52,5776.002,323
329840.6214,6285588.392,1.821815,52,5779.338,324
329744.9222,6285637.903,0.9,52,6484.524,325
329799.5413,6285677.62,0.9,52,6583.335,326
329791.547,6288736.037,-6.096605,51,13469.73,327
329698.2521,6285599.874,26.80461,53,4868.233,328
329746.6917,6285520.208,30.56387,53,4786.787,329
329794.1249,6285429.244,2.763322,53,5655.726,330
329854.3761,6285363.57,16.94459,53,5970.503,331
329935.7455,6285305.857,18.45509,53,3900.377,332
329991.5933,6285240.316,20.50977,53,4546.585,333
330028.1668,6285160.602,19.31878,53,6574.283,334
330585.6072,6291673.515,-10,51,42323.03,335
330605.2509,6291567.859,-10,51,36815.55,336
330624.8857,6291462.252,-10,51,31308.04,337
330644.5041,6291356.724,-12,51,25799.49,338
330664.0998,6291251.338,-11,51,20293.25,339
330683.6384,6291146.249,-12,51,14785.77,340
330703.0223,6291041.991,-8,51,9278.256,341
330246.3636,6291555.261,-8.000031,51,40022.79,342
330310.2257,6291459.064,-10,51,35263.22,343
330374.0617,6291362.905,-10,51,30504.77,344
330437.8584,6291266.8,-12,51,25747.53,345
330501.5925,6291170.794,-11,51,20988.51,346
330565.2046,6291074.968,-12,51,16230.91,347
330628.5463,6290979.552,-8,51,11472.23,348
330003.0977,6291337.042,-6.000002,51,37859.3,349
330097.7976,6291262.537,-8,51,33709.5,350
330192.4722,6291188.057,-8,51,29560.93,351
330287.1076,6291113.605,-12,51,25412.7,352
330381.6807,6291039.204,-11,51,21262.12,353
330476.1465,6290964.888,-12,51,17113.62,354
330570.403,6290890.733,-8,51,12964.36,355
329853.7021,6291087.494,-5.900007,51,32803.59,356
329959.9526,6291038.963,-6.397888,51,29918.71,357
330066.2117,6290990.426,-7,51,27034.88,358
330172.4833,6290941.886,-12,51,24149.97,359
330241.4747,6290876.44,-12,51,10454.27,360
330329.5764,6290874.657,-12,51,19824.65,361
330435.5781,6290826.241,-12,51,16940.98,362
330541.4973,6290777.861,-7,51,14056.58,363
329773.3278,6290828.49,-6.000007,51,28541.22,364
329881.5342,6290802.081,-7.119014,51,26648.03,365
329989.7343,6290775.677,-7,51,24755.04,366
330097.9289,6290749.273,-7,51,22861.62,367
330206.1139,6290722.869,-10,51,20969.28,368
330314.2878,6290696.468,-12,51,19075.28,369
330422.4483,6290670.073,-10,51,17182.06,370
330530.587,6290643.681,-6.00001,51,15289.52,371
329731.4642,6290589.199,-8.365395,51,26237.42,372
329844.4182,6290575.791,-7.465275,51,25053.4,373
329957.3709,6290562.385,-7,51,23870.04,374
330070.3206,6290548.981,-7,51,22686.71,375
330183.2684,6290535.574,-10,51,21502.89,376
330296.214,6290522.169,-12,51,20319.48,377
330409.1549,6290508.765,-10,51,19136.12,378
330522.0923,6290495.36,-6.000001,51,17952.29,379
329706.9426,6290371.631,-5.9,51,23745.93,380
329820.954,6290365.336,-6,51,23284.51,381
329934.9653,6290359.041,-7,51,22823.09,382
330048.9764,6290352.747,-7.000058,51,22361.67,383
330162.9875,6290346.452,-10,51,21900.25,384
330276.9984,6290340.157,-12,51,21438.83,385
330391.0091,6290333.862,-10,51,20977.41,386
330505.0198,6290327.567,-5.900001,51,20515.99,387
329621.055,6287885.757,-0.10389,51,2995.244,388
329727.6275,6295399.761,-0.17721,51,29483.12,389
329667.2634,6295245.946,-0.1832,51,29043.38,390
329533.7879,6288160.44,15.47992,53,4400.432,391
329573.9524,6288064.352,6.055121,53,4755.286,392
329620.6138,6287973.952,13.2739,53,5202.773,393
329672.5744,6287876.845,12.17721,53,5988.676,394
329744.4565,6287783.577,17.02975,53,5438.772,395
329830.8373,6287706.729,10.71062,53,4112.945,396
329911.6363,6287642.488,12.76825,53,4898.048,397
329595.322,6288656.611,-8.019312,51,22951.61,398
329519.6832,6288451.717,-1.205558,51,13646.91,399
329494.793,6288334.61,-1.044444,51,5974.03,400
329506.5851,6288250.911,8.00959,53,3894.687,401
329534.7513,6295648.295,-0.1214353,51,33985.28,402
329458.9191,6288136.462,-1.118319,51,11407.73,403
329503.333,6288046.418,-0.6083427,51,9710.734,404
329559.943,6287963.228,-0.3485764,51,6526.848,405
329450.0252,6288537.648,-7.200735,51,21226.84,406
329569.3573,6295437.844,-0.3010607,51,32568.75,407
329496.7224,6295234.375,-0.1089141,51,27158.75,408
329489.568,6288733.213,-3.009662,51,18980.1,409
329469.292,6290045.709,-6,51,9689.005,410
329473.7836,6289877.795,-8.000002,51,15592.54,411
329478.3249,6289708.075,-9.000002,51,21495.56,412
329482.8819,6289537.717,-10,51,27399.78,413
329487.4484,6289367.059,-11,51,33302.35,414
329492.0174,6289196.238,-2.904369,51,39206.92,415
329496.5914,6289025.316,-2.380679,51,45109.14,416
329501.1645,6288854.33,-2.475523,51,51014.06,417
329527.8594,6290037.244,-5.900055,51,9588.457,418
329566.058,6289870.608,-9,51,15747.53,419
329604.7115,6289701.988,-10,51,21906.6,420
329643.5204,6289532.689,-10,51,28065.75,421
329682.4006,6289363.079,-11,51,34224.91,422
329721.3195,6289193.3,-2.580905,51,40383.96,423
329760.262,6289023.418,-2.073201,51,46543.16,424
329799.2184,6288853.473,-3.271759,51,52700.98,425
329583.784,6290047.791,-5.9,51,9515.646,426
329652.0303,6289896.432,-8.394773,51,15270.22,427
329720.9913,6289743.487,-10,51,21024.76,428
329790.2058,6289589.981,-10,51,26779.04,429
329859.5403,6289436.212,-11,51,32534.56,430
329928.9396,6289282.295,-5.9,51,38289.2,431
329998.3788,6289128.289,-2.228311,51,44043.83,432
330067.8449,6288974.229,-3.280216,51,49796.75,433
329631.4549,6290078.843,-5.9,51,8670.634,434
329720.0639,6289954.457,-8.37966,51,13386.26,435
329809.396,6289829.055,-10,51,18101.85,436
329899.0033,6289703.271,-9,51,22816.7,437
329988.744,6289577.298,-11,51,27532.25,438
330078.5599,6289451.217,-2.720305,51,32248,439
330168.4219,6289325.072,-3.024589,51,36963.55,440
330258.3143,6289198.884,-4.675435,51,41679.14,441
329666.0794,6290123.452,-5.9,51,7313.755,442
329765.2204,6290032.749,-7.829877,51,11597.73,443
329865.3316,6289941.158,-10,51,15881.34,444
329965.7941,6289849.248,-10,51,20165.78,445
330066.4235,6289757.184,-9.883756,51,24449.82,446
330167.1455,6289665.035,-11,51,28733.49,447
330267.9232,6289572.835,-4.016094,51,33017.4,448
330368.7378,6289480.6,-5.136412,51,37301,449
329685.0666,6290178.805,-5.9,51,6839.791,450
329790.4245,6290122.69,-7.521406,51,10891.02,451
329896.8473,6290066.008,-10,51,14942.05,452
330003.6554,6290009.123,-10,51,18992.86,453
330110.6456,6289952.138,-9.310989,51,23044.11,454
330217.7353,6289895.103,-11,51,27095.45,455
330324.8858,6289838.036,-8.51414,51,31147.42,456
330432.0761,6289780.945,-5.00009,51,35198.52,457
329696.9617,6290237.887,-5.9,51,6665.193,458
329806.539,6290216.383,-7.64257,51,10697.1,459
329917.2762,6290194.651,-8,51,14729,460
330028.4257,6290172.838,-8,51,18760.98,461
330139.7687,6290150.988,-10,51,22792.79,462
330251.2173,6290129.119,-11,51,26823.98,463
330362.7312,6290107.237,-10,51,30855.48,464
330474.2869,6290085.345,-6.099103,51,34887.38,465
329348.47,6288088.042,-1.501866,51,13227.23,466
329412.7399,6287994.477,-0.6992404,51,13810.16,467
329499.4755,6287907.537,-0.2320751,51,11713.98,468
329595.5473,6287826.629,-0.1267446,51,12428.89,469
329698.0913,6287739.9,0,52,12167.22,470
329168.9667,6284869.5,-0.2446,51,3538.2,471
329224.5034,6288037.219,-1.696595,51,14851.35,472
329303.8564,6287949.78,-0.8169568,51,14990.71,473
329409.0105,6287863.418,-0.1406558,51,11480.97,474
329522.4686,6287780.537,-0.3352925,51,9113.653,475
329636.4465,6287696.915,0.2320756,52,7326.222,476
329109.4,6284779.7,-0.67518,51,1188.24,477
329138.429,6291986.578,-0.9000801,51,14584.26,478
329150.4446,6291832.679,-6.000028,51,14709.95,479
329162.4576,6291678.805,-6.000005,51,14836.22,480
329174.4695,6291524.956,-6.000007,51,14961.54,481
329243.6599,6291878.172,-0.9,51,9519.562,482
329249.0787,6291785.921,-0.9,51,9022.438,483
329254.5317,6291693.086,-0.9,51,8525.312,484
329260.0254,6291599.56,-0.9,51,8028.188,485
329194,6292084,-9,51,14661,486
329269.6667,6291985.667,-0.9,51,18690.5,487
329117.5006,6284860.5,-0.7679908,51,9525.585,488
329099.3333,6284948.2,-0.71635,51,2121.88,489
329056.5992,6283655.943,18.18425,53,2244.9,490
329110.6286,6283599.449,20.07992,53,2137.137,491
329191.802,6283575.123,13.72512,53,2299.412,492
329281.7673,6283559.063,16.05622,53,1999.243,493
329369.8544,6283533.694,11.27574,53,2476.502,494
329444.927,6283486.584,13.53405,53,2944.842,495
329009.6344,6287851.456,43.44836,53,2983.633,496
329070.9073,6287884.07,11.86537,53,5045.656,497
329147.3098,6287924.953,23.54876,53,4243.294,498
329231.3473,6287910.615,25.62005,53,5037.882,499
329342.8143,6287833.171,2.714352,53,6877.659,500
329467.845,6287750.257,18.47898,53,7598.412,501
329598.8855,6287663.281,4.101834,53,7614.139,502
329692.0024,6287627.615,7.575229,53,2311.995,503
329741.148,6287620.446,4.126256,53,2615.345,504
329819.189,6287538.937,40.43017,53,6930.201,505
329048.1417,6295705.256,-1.000001,51,20040.51,506
329077.4449,6295580.25,-1.000004,51,22834.96,507
329044.2778,6295432.409,-1.000019,51,29168.25,508
329409.582,6283441.408,-0.5,51,7269.817,509
329331.5875,6283482.147,-0.5,52,8589.702,510
329257.7497,6283512.134,-0.5,51,6686.826,511
329206.2847,6283468.897,1.304776,52,2376.75,512
329174.0827,6283535.16,-0.6036986,51,5225.896,513
329136.1668,6283481.304,1.098157,52,5272.555,514
329088.1967,6283559.15,-0.7077544,51,5975.755,515
329048.2271,6283504.543,-0.2226985,51,6094.44,516
329022.7743,6283615.503,-0.2831655,51,6220.015,517
328975.7559,6283556.719,-0.3054174,51,6530.299,518
329111.0641,6292490.203,-0.9,51,48036.22,519
329139.0348,6292345.494,-0.9,51,39705.12,520
329175.6476,6292200.071,-0.9000249,51,34788.61,521
328943.0932,6283514.874,1.373454,52,2780.58,522
329018.7731,6283463.874,7.926647,52,3092.977,523
329111.3496,6283438.423,1.65661,52,3137.2,524
329201.1864,6283436.948,22.56563,53,2595.414,525
329293.9105,6283430.325,13.4774,53,2492.429,526
329379.5408,6283391.211,18.84571,53,3321.85,527
329000.5404,6287945.622,-0.6688922,51,12652.41,528
329102.8258,6287990.927,-1.651784,51,11711.78,529
328923.8667,6284624.533,-1.121112,51,2650.93,530
328929.8044,6284704.437,-1.318454,51,10583.53,531
328994.2076,6284720.273,-1.317227,51,8150.788,532
329052.6321,6284756.747,-0.909762,51,3808.282,533
328910.6,6284145.5,-0.9593,51,2311.02,534
329032.2126,6293087.319,-0.000000341,51,26568.11,535
328909.6287,6284840.563,-1.223679,51,9026.484,536
328978.9351,6284848.07,-1.21243,51,9216.209,537
329048.2393,6284855.576,-1.098228,51,9405.935,538
328933.8751,6284325.625,-1.043249,51,6424.153,539
328899.0719,6284244.937,-1.144697,51,5636.488,540
328991.9882,6284277.371,-1.035915,51,6989.405,541
328951.7668,6284190.162,-1.056646,51,7097.142,542
329056.7457,6284239.285,-0.9132006,51,8286.922,543
